PreCondName,TrgCol,ratingName,CSName,UCSName,SoundName,ExtName,PreConditiong.thisRepN,PreConditiong.thisTrialN,PreConditiong.thisN,PreConditiong.thisIndex,Rating1.thisRepN,Rating1.thisTrialN,Rating1.thisN,Rating1.thisIndex,Conditioning.thisRepN,Conditioning.thisTrialN,Conditioning.thisN,Conditioning.thisIndex,Rating2.thisRepN,Rating2.thisTrialN,Rating2.thisN,Rating2.thisIndex,Extinction.thisRepN,Extinction.thisTrialN,Extinction.thisN,Extinction.thisIndex,InstrBkg.started,InstrBkg.stopped,TagFig.started,TagFig.stopped,InstrKeyResp.keys,InstrKeyResp.rt,InstrKeyResp.started,InstrKeyResp.stopped,precondBkg.started,precondBkg.stopped,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,BlankBkg.stopped,Bkg.started,Bkg.stopped,image.started,image.stopped,Scale.response,Scale.rt,Scale.started,Scale.stopped,InstrBkg2.started,InstrBkg2.stopped,TagFig2.started,TagFig2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,CSBkg.started,CSBkg.stopped,CS_image.started,CS_image.stopped,UCSBkg.started,UCSBkg.stopped,UCS_image.started,UCS_image.stopped,sound_1.started,sound_1.stopped,InstrBkg3.started,InstrBkg3.stopped,TagFig3.started,TagFig3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,ExtBkg.started,ExtBkg.stopped,Ext_image.started,Ext_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,,,,,,,,,0,8,8,17,,,,,,,,,,,,,,,,,,,,,294.7629185000551,None,,,,,,,,,,,,,,,,,288.6778891000431,None,288.6778891000431,None,294.71084110002266,None,294.71084110002266,None,294.64435815002656,None,,,,,,,,,,,,,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,-0.1,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,302.10132560000056,None,,,,,,,,,,,,,,,,,296.0857157999999,None,296.0857157999999,None,301.1998862000182,None,301.1998862000182,None,301.2007430000347,None,,,,,,,,,,,,,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,311.8598624000442,None,,,,,,,,,,,,,,,,,303.268945000018,None,303.268945000018,None,None,None,None,None,None,None,,,,,,,,,,,,,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,,,,,,,,,0,11,11,19,,,,,,,,,,,,,,,,,,,,,319.0006114000571,None,,,,,,,,,,,,,,,,,312.9285892000189,None,312.9285892000189,None,318.979057700024,None,318.979057700024,None,318.9134514000616,None,,,,,,,,,,,,,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,0,,Condition\CS+1.BMP,Condition\black.PNG,Sound\silent.wav,,,,,,,,,,0,12,12,1,,,,,,,,,,,,,,,,,,,,,326.34662850003224,None,,,,,,,,,,,,,,,,,320.2962059000274,None,320.2962059000274,None,326.3313263000455,None,326.3313263000455,None,326.2663312500285,None,,,,,,,,,,,,,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,0,,Condition\CS+1.BMP,Condition\black.PNG,Sound\silent.wav,,,,,,,,,,0,13,13,0,,,,,,,,,,,,,,,,,,,,,333.76263110002037,None,,,,,,,,,,,,,,,,,327.6462717000395,None,327.6462717000395,None,333.6957027000026,None,333.6957027000026,None,333.63103650003904,None,,,,,,,,,,,,,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,-0.1,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,,,,,,,,,,0,14,14,3,,,,,,,,,,,,,,,,,,,,,340.9861261000042,None,,,,,,,,,,,,,,,,,334.95027420000406,None,334.95027420000406,None,340.06391300004907,None,340.06391300004907,None,340.0685288000503,None,,,,,,,,,,,,,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,,,,,,,,,0,15,15,13,,,,,,,,,,,,,,,,,,,,,350.7175537000294,None,,,,,,,,,,,,,,,,,342.1401852000272,None,342.1401852000272,None,None,None,None,None,None,None,,,,,,,,,,,,,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,,,,,,,,,0,16,16,14,,,,,,,,,,,,,,,,,,,,,358.0340021000011,None,,,,,,,,,,,,,,,,,351.9973017000011,None,351.9973017000011,None,None,None,None,None,None,None,,,,,,,,,,,,,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
,-0.1,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,,,,,,,,,,0,17,17,2,,,,,,,,,,,,,,,,,,,,,365.1853968000505,None,,,,,,,,,,,,,,,,,359.1274760000524,None,359.1274760000524,None,364.2450780000072,None,364.2450780000072,None,364.255728800036,None,,,,,,,,,,,,,hyz1026b,001,2021_Oct_26_1120,FigureTest,2021.2.1,59.76814739753125,
