Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,PreCondName,TrgCol,InstrBkg.started,TagFig.started,InstrKeyResp.started,InstrKeyResp.keys,InstrKeyResp.rt,precondBkg.started,imagePreCond.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,11.592098583001643,11.592098583001643,11.592098583001643,space,1.2265538739738986,12.881910083000548,12.881910083000548,,,,,,,
