PreCondName,TrgCol,ratingName,CSName,UCSName,SoundName,Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,RatingPreCond.thisRepN,RatingPreCond.thisTrialN,RatingPreCond.thisN,RatingPreCond.thisIndex,Cond.thisRepN,Cond.thisTrialN,Cond.thisN,Cond.thisIndex,RatingCond.thisRepN,RatingCond.thisTrialN,RatingCond.thisN,RatingCond.thisIndex,InstrBkg.started,TagFig.started,InstrKeyResp.started,InstrKeyResp.keys,InstrKeyResp.rt,precondBkg.started,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,BlankBkg.stopped,Bkg.started,image.started,Scale.started,Scale.response,Scale.rt,fearRating.keys,fearRating.rt,InstrBkg2.started,TagFig2.started,key_resp.started,key_resp.keys,key_resp.rt,CSBkg.started,CS_image.started,UCSBkg.started,UCS_image.started,sound_1.started,CSBkg.stopped,CS_image.stopped,sound_1.stopped,UCSBkg.stopped,UCS_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,0.9,,Condition/CS+2.BMP,Condition/UCS2.BMP,Sound/scream1.wav,1,0,1,0,,,,,,,,,0,7,7,3,,,,,,,,,,,,,943.1572872499819,951.441873083997,,,,,,,,,,,,,936.1522175419959,936.1522175419959,942.2270184999797,942.2270184999797,942.2241135420045,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.9,,Condition/CS+2.BMP,Condition/UCS2.BMP,Sound/scream1.wav,1,0,1,0,,,,,,,,,0,8,8,4,,,,,,,,,,,,,958.457730916969,966.6076976250042,,,,,,,,,,,,,951.441873083997,951.441873083997,957.4412236249773,957.4412236249773,957.4418180915876,957.4412236249773,957.4412236249773,,958.4410194169614,958.4410194169614,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,-0.1,,Condition/CS+2.BMP,Condition/black.PNG,Sound/silent.wav,1,0,1,0,,,,,,,,,0,9,9,2,,,,,,,,,,,,,974.372292916989,982.4311055419967,,,,,,,,,,,,,966.6076976250042,966.6076976250042,,,,974.372292916989,974.372292916989,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.9,,Condition/CS+2.BMP,Condition/UCS2.BMP,Sound/scream1.wav,1,0,1,0,,,,,,,,,0,10,10,5,,,,,,,,,,,,,989.4419072919991,997.686006666976,,,,,,,,,,,,,982.4311055419967,982.4311055419967,988.5182387499954,988.5182387499954,988.5096922165598,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.4,,Condition/CS-2.BMP,Condition/black.PNG,Sound/silent.wav,1,0,1,0,,,,,,,,,0,11,11,22,,,,,,,,,,,,,1005.5153265839908,1013.6479389590095,,,,,,,,,,,,,997.686006666976,997.686006666976,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.9,,Condition/CS+2.BMP,Condition/UCS2.BMP,Sound/scream1.wav,1,0,1,0,,,,,,,,,0,12,12,8,,,,,,,,,,,,,1020.6414283749764,1028.8440585419885,,,,,,,,,,,,,1013.6479389590095,1013.6479389590095,1019.7144227919634,1019.7144227919634,1019.7100123330019,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.9,,Condition/CS+2.BMP,Condition/UCS2.BMP,Sound/scream1.wav,1,0,1,0,,,,,,,,,0,13,13,7,,,,,,,,,,,,,1035.859107458964,1044.0790398750105,,,,,,,,,,,,,1028.8440585419885,1028.8440585419885,1034.8628412089893,1034.8628412089893,1034.8606638835977,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.4,,Condition/CS-2.BMP,Condition/black.PNG,Sound/silent.wav,1,0,1,0,,,,,,,,,0,14,14,24,,,,,,,,,,,,,1051.8113166249823,1060.0321641250048,,,,,,,,,,,,,1044.0790398750105,1044.0790398750105,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.4,,Condition/CS-2.BMP,Condition/black.PNG,Sound/silent.wav,1,0,1,0,,,,,,,,,0,15,15,28,,,,,,,,,,,,,1067.8551469169906,1075.954796416976,,,,,,,,,,,,,1060.0321641250048,1060.0321641250048,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.9,,Condition/CS+2.BMP,Condition/UCS2.BMP,Sound/scream1.wav,1,0,1,0,,,,,,,,,0,16,16,10,,,,,,,,,,,,,1082.9445233750157,1091.3469622500124,,,,,,,,,,,,,1075.954796416976,1075.954796416976,1082.0095427919878,1082.0095427919878,1082.0115331669804,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.9,,Condition/CS+2.BMP,Condition/UCS2.BMP,Sound/scream1.wav,1,0,1,0,,,,,,,,,0,17,17,13,,,,,,,,,,,,,1098.3610752499662,1106.6993339170003,,,,,,,,,,,,,1091.3469622500124,1091.3469622500124,1097.362735166971,1097.362735166971,1097.3602465505596,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.4,,Condition/CS-2.BMP,Condition/black.PNG,Sound/silent.wav,1,0,1,0,,,,,,,,,0,18,18,26,,,,,,,,,,,,,1114.4341905839974,1122.8204075419926,,,,,,,,,,,,,1106.6993339170003,1106.6993339170003,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.9,,Condition/CS+2.BMP,Condition/UCS2.BMP,Sound/scream1.wav,1,0,1,0,,,,,,,,,0,19,19,12,,,,,,,,,,,,,1129.8109030839987,1138.0652553339605,,,,,,,,,,,,,1122.8204075419926,1122.8204075419926,1128.8887216669973,1128.8887216669973,1128.8956188835787,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.9,,Condition/CS+2.BMP,Condition/UCS2.BMP,Sound/scream1.wav,1,0,1,0,,,,,,,,,0,20,20,6,,,,,,,,,,,,,1145.0780863749678,1153.1773307090043,,,,,,,,,,,,,1138.0652553339605,1138.0652553339605,1144.0793152920087,1144.0793152920087,1144.079134466569,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.4,,Condition/CS-2.BMP,Condition/black.PNG,Sound/silent.wav,1,0,1,0,,,,,,,,,0,21,21,20,,,,,,,,,,,,,1160.8545258339727,1169.1274022919824,,,,,,,,,,,,,1153.1773307090043,1153.1773307090043,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.4,,Condition/CS-2.BMP,Condition/black.PNG,Sound/silent.wav,1,0,1,0,,,,,,,,,0,22,22,17,,,,,,,,,,,,,1176.872001709009,1184.9428023339715,,,,,,,,,,,,,1169.1274022919824,1169.1274022919824,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.4,,Condition/CS-2.BMP,Condition/black.PNG,Sound/silent.wav,1,0,1,0,,,,,,,,,0,23,23,18,,,,,,,,,,,,,1192.7487937500118,1201.073811749986,,,,,,,,,,,,,1184.9428023339715,1184.9428023339715,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.4,,Condition/CS-2.BMP,Condition/black.PNG,Sound/silent.wav,1,0,1,0,,,,,,,,,0,24,24,21,,,,,,,,,,,,,1208.9142792919884,1217.344578334014,,,,,,,,,,,,,1201.073811749986,1201.073811749986,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.4,,Condition/CS-2.BMP,Condition/black.PNG,Sound/silent.wav,1,0,1,0,,,,,,,,,0,25,25,23,,,,,,,,,,,,,1225.200650417013,1233.4589261669898,,,,,,,,,,,,,1217.344578334014,1217.344578334014,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.4,,Condition/CS-2.BMP,Condition/black.PNG,Sound/silent.wav,1,0,1,0,,,,,,,,,0,26,26,16,,,,,,,,,,,,,1241.5327859589597,1249.6854526249808,,,,,,,,,,,,,1233.4589261669898,1233.4589261669898,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.4,,Condition/CS-2.BMP,Condition/black.PNG,Sound/silent.wav,1,0,1,0,,,,,,,,,0,27,27,15,,,,,,,,,,,,,1257.8264921669615,1266.026846041961,,,,,,,,,,,,,1249.6854526249808,1249.6854526249808,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.9,,Condition/CS+2.BMP,Condition/UCS2.BMP,Sound/scream1.wav,1,0,1,0,,,,,,,,,0,28,28,14,,,,,,,,,,,,,1273.032121458964,1281.3528541249689,,,,,,,,,,,,,1266.026846041961,1266.026846041961,1272.1285576249938,1272.1285576249938,1272.1155738415896,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.4,,Condition/CS-2.BMP,Condition/black.PNG,Sound/silent.wav,1,0,1,0,,,,,,,,,0,29,29,25,,,,,,,,,,,,,1289.1261419169605,1297.5278962919838,,,,,,,,,,,,,1281.3528541249689,1281.3528541249689,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,-0.1,Instructions_EN/ratingCS+2.png,,,,1,0,1,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,1297.5278962919838,1297.5278962919838,1297.5278962919838,None,None,1,22.761105332989246,,,,,,,,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.4,Instructions_EN/ratingCS-2.png,,,,1,0,1,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,1320.3725321249804,1320.3725321249804,1320.3725321249804,None,None,1,0.28451979102101177,,,,,,,,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
PreCondition/CS+4.BMP,0.4,,,,,2,0,2,0,0,0,0,5,,,,,,,,,,,,,1320.7078994589974,1320.7078994589974,1320.7078994589974,space,0.9912714999518357,1321.7309895000071,1321.7309895000071,1327.7003739170032,1327.7334022920113,1336.3879753749934,,,,,,,,,,,,,,,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
PreCondition/CS+3.BMP,-0.1,,,,,2,0,2,0,0,1,1,3,,,,,,,,,,,,,,,,,,1336.3879753749934,1336.3879753749934,1342.3671598749934,1342.4008730839705,1350.8214671249734,,,,,,,,,,,,,,,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
PreCondition/CS+3.BMP,-0.1,,,,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,1350.8214671249734,1350.8214671249734,1356.8172660839627,1356.834320666967,1365.0206358339638,,,,,,,,,,,,,,,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
PreCondition/CS+3.BMP,-0.1,,,,,2,0,2,0,0,3,3,1,,,,,,,,,,,,,,,,,,1365.0206358339638,1365.0206358339638,1371.0184401670122,1371.0347835000139,1379.2043844999862,,,,,,,,,,,,,,,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
PreCondition/CS+4.BMP,0.4,,,,,2,0,2,0,0,4,4,9,,,,,,,,,,,,,,,,,,1379.2043844999862,1379.2043844999862,1385.1852147089667,1385.2017281670123,1393.3076647919952,,,,,,,,,,,,,,,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
PreCondition/CS+3.BMP,-0.1,,,,,2,0,2,0,0,5,5,0,,,,,,,,,,,,,,,,,,1393.3076647919952,1393.3076647919952,1399.2850570419687,1399.3182999169803,1407.6216174589936,,,,,,,,,,,,,,,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
PreCondition/CS+4.BMP,0.4,,,,,2,0,2,0,0,6,6,8,,,,,,,,,,,,,,,,,,1407.6216174589936,1407.6216174589936,1413.6022789169801,1413.6190024169628,1422.0935109169804,,,,,,,,,,,,,,,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
PreCondition/CS+4.BMP,0.4,,,,,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,1422.0935109169804,1422.0935109169804,1428.0698070419603,1428.084909792,1436.353862249991,,,,,,,,,,,,,,,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
PreCondition/CS+4.BMP,0.4,,,,,2,0,2,0,0,8,8,6,,,,,,,,,,,,,,,,,,1436.353862249991,1436.353862249991,1442.3361704999697,1442.352904749976,1450.6387021249975,,,,,,,,,,,,,,,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
PreCondition/CS+3.BMP,-0.1,,,,,2,0,2,0,0,9,9,4,,,,,,,,,,,,,,,,,,1450.6387021249975,1450.6387021249975,1456.618735083961,1456.6524948339793,1465.0292970419978,,,,,,,,,,,,,,,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,-0.1,Instructions_EN/ratingCS+3.png,,,,2,0,2,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,1465.0292970419978,1465.0292970419978,1465.0292970419978,None,None,3,2.6567719159647822,,,,,,,,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.4,Instructions_EN/ratingCS+4.png,,,,2,0,2,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,1467.7686693749856,1467.7686693749856,1467.7686693749856,None,None,3,0.9495716660167091,,,,,,,,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.4,,Condition/CS+4.BMP,Condition/black.PNG,Sound/silent.wav,2,0,2,0,,,,,,,,,0,0,0,16,,,,,,,,,,,,,1478.565119875013,1486.8461207500077,,,,,,,,1468.7650976249715,1468.7650976249715,1468.7650976249715,space,1.6713478319579735,1470.4687280419748,1470.4687280419748,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.9,,Condition/CS+3.BMP,Condition/UCS3.BMP,Sound/scream1.wav,2,0,2,0,,,,,,,,,0,1,1,14,,,,,,,,,,,,,1493.8536784169846,1502.1085175420158,,,,,,,,,,,,,1486.8461207500077,1486.8461207500077,1492.9215240419726,1492.9215240419726,1492.9205530000036,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,0.9,,Condition/CS+3.BMP,Condition/UCS3.BMP,Sound/scream1.wav,2,0,2,0,,,,,,,,,0,2,2,11,,,,,,,,,,,,,1509.1205373340053,1517.4539013339672,,,,,,,,,,,,,1502.1085175420158,1502.1085175420158,1508.120654541999,1508.120654541999,1508.119963133568,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,-0.1,,Condition/CS+3.BMP,Condition/black.PNG,Sound/silent.wav,2,0,2,0,,,,,,,,,0,3,3,2,,,,,,,,,,,,,1525.3022939999937,1533.417255459004,,,,,,,,,,,,,1517.4539013339672,1517.4539013339672,,,,,,,,,k,001,2022-12-06_13h23.33.040,FigureTest,2022.2.4,59.92072512804996,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533.417255459004,1533.417255459004,,,,,,,,,,,,,,,
