Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,PreCondName,TrgCol,InstrBkg.started,TagFig.started,InstrKeyResp.started,InstrKeyResp.keys,InstrKeyResp.rt,precondBkg.started,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,9.064741541980766,9.064741541980766,9.064741541980766,space,1.4350243330118246,10.54774762497982,10.54774762497982,16.52282708400162,16.53953020897461,,,,,,,
