Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,PreCondName,TrgCol,InstrBkg.started,TagFig.started,InstrKeyResp.started,InstrKeyResp.keys,InstrKeyResp.rt,precondBkg.started,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,15.196636624983512,15.196636624983512,15.196636624983512,space,10.731682250043377,26.221181458968204,26.221181458968204,32.02561537496513,32.043021583987866,,,,,,,
