InstrBkg.started,InstrBkg.stopped,TagFig.started,TagFig.stopped,InstrKeyResp.keys,InstrKeyResp.rt,InstrKeyResp.started,InstrKeyResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
34.180964900006074,None,34.180964900006074,None,space,13.044606400013436,34.180964900006074,None,hyz1026,001,2021_Oct_26_1056,FigureTest,2021.2.1,59.893186500617226,
