Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,PreCondName,TrgCol,InstrBkg.started,TagFig.started,InstrKeyResp.started,InstrKeyResp.keys,InstrKeyResp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,26.873307083000327,26.873307083000327,26.873307083000327,space,56.31472687600035,,,,,,,
