PreCondName,TrgCol,Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,InstrBkg.started,TagFig.started,InstrKeyResp.started,InstrKeyResp.keys,InstrKeyResp.rt,precondBkg.started,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,BlankBkg.stopped,participant,session,date,expName,psychopyVersion,frameRate,
PreCondition/CS+1.BMP,-0.1,0,0,0,0,0,0,0,1,31.636245500001678,31.636245500001678,31.636245500001678,space,25.10061345900067,56.87408175000019,56.87408175000019,62.818587417001254,62.83546791700064,70.96760537500086,fgfgh,001,2022-11-17_17h41.42.440,FigureTest,2022.2.4,59.66772559151891,
,,,,,,,,,,,,,,,70.96760537500086,70.96760537500086,76.95352937500138,76.96876983400034,,,,,,,,
