Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,PreCondName,TrgCol,InstrBkg.started,TagFig.started,InstrKeyResp.started,InstrKeyResp.keys,InstrKeyResp.rt,precondBkg.started,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,10.634249166992959,10.634249166992959,10.634249166992959,space,0.7407980819698423,11.41946583398385,11.41946583398385,17.40690854197601,17.42258104198845,,,,,,,
