Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,PreCondName,TrgCol,InstrBkg.started,TagFig.started,InstrKeyResp.started,InstrKeyResp.keys,InstrKeyResp.rt,precondBkg.started,imagePreCond.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,10.111252290997072,10.111252290997072,10.111252290997072,space,0.63677500099584,10.806085041003826,10.806085041003826,,,,,,,
