Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,PreCondName,TrgCol,InstrBkg.started,TagFig.started,InstrKeyResp.started,InstrKeyResp.keys,InstrKeyResp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,29.233924166997895,29.233924166997895,29.233924166997895,space,159.2226415000041,,,,,,,
