PreCondName,TrgCol,Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,InstrBkg.started,TagFig.started,InstrKeyResp.started,InstrKeyResp.keys,InstrKeyResp.rt,precondBkg.started,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,BlankBkg.stopped,participant,session,date,expName,psychopyVersion,frameRate,
PreCondition/CS+1.BMP,-0.1,0,0,0,0,0,0,0,3,37.20090120800887,37.20090120800887,37.20090120800887,space,3.8039692919992376,41.179315415996825,41.179315415996825,47.09268362500006,47.10777975000383,55.32435258300393,kkk#,001,2022-11-22_12h33.15.690,FigureTest,2022.2.4,60.450918639030704,
,,,,,,,,,,,,,,,55.32435258300393,55.32435258300393,,,,,,,,,,
