Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,PreCondName,TrgCol,InstrBkg.started,TagFig.started,InstrKeyResp.started,InstrKeyResp.keys,InstrKeyResp.rt,precondBkg.started,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,9.409870542003773,9.409870542003773,9.409870542003773,space,0.8104187079588883,10.275030750024598,10.275030750024598,16.26898600003915,16.277208459039684,,,,,,,
