PreCondName,TrgCol,ratingName,CSName,UCSName,SoundName,Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,RatingPreCond.thisRepN,RatingPreCond.thisTrialN,RatingPreCond.thisN,RatingPreCond.thisIndex,Cond.thisRepN,Cond.thisTrialN,Cond.thisN,Cond.thisIndex,RatingCond.thisRepN,RatingCond.thisTrialN,RatingCond.thisN,RatingCond.thisIndex,InstrBkg.started,TagFig.started,InstrKeyResp.started,InstrKeyResp.keys,InstrKeyResp.rt,precondBkg.started,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,BlankBkg.stopped,precondBkg.stopped,Bkg.started,image.started,Scale.started,Scale.response,Scale.rt,fearRating.keys,fearRating.rt,InstrBkg2.started,TagFig2.started,key_resp.started,key_resp.keys,key_resp.rt,CSBkg.started,CS_image.started,UCSBkg.started,UCS_image.started,sound_1.started,CSBkg.stopped,CS_image.stopped,UCSBkg.stopped,UCS_image.stopped,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
PreCondition/CS+1.BMP,-0.1,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,15.350838333950378,15.350838333950378,15.350838333950378,space,1.756280666042585,17.22373233397957,17.22373233397957,23.16531087498879,23.182370124966837,31.448869791987818,,,,,,,,,,,,,,,,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
PreCondition/CS-1.BMP,0.4,,,,,0,0,0,0,0,1,1,7,,,,,,,,,,,,,,,,,,31.448869791987818,31.448869791987818,,37.56139974994585,45.66572124999948,,,,,,,,,,,,,,,,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
PreCondition/CS-1.BMP,0.4,,,,,0,0,0,0,0,2,2,5,,,,,,,,,,,,,,,,,,45.66572124999948,45.66572124999948,51.64943383395439,51.66690262500197,59.79966987494845,51.66690262500197,,,,,,,,,,,,,,,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
PreCondition/CS+1.BMP,-0.1,,,,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,59.79966987494845,59.79966987494845,65.78279966698028,65.80064816697268,74.32516483397922,65.80064816697268,,,,,,,,,,,,,,,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
PreCondition/CS+1.BMP,-0.1,,,,,0,0,0,0,0,4,4,3,,,,,,,,,,,,,,,,,,74.32516483397922,74.32516483397922,,80.31756808399223,88.55289808398811,,,,,,,,,,,,,,,,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
PreCondition/CS-1.BMP,0.4,,,,,0,0,0,0,0,5,5,9,,,,,,,,,,,,,,,,,,88.55289808398811,88.55289808398811,94.53421633399557,94.56801599997561,102.93467787496047,,,,,,,,,,,,,,,,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
PreCondition/CS+1.BMP,-0.1,,,,,0,0,0,0,0,6,6,4,,,,,,,,,,,,,,,,,,102.93467787496047,102.93467787496047,108.93504758394556,108.9501065419754,117.33923270896776,,,,,,,,,,,,,,,,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
PreCondition/CS-1.BMP,0.4,,,,,0,0,0,0,0,7,7,8,,,,,,,,,,,,,,,,,,117.33923270896776,117.33923270896776,123.31769391696434,123.33526395895751,131.3790573339793,,,,,,,,,,,,,,,,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
PreCondition/CS-1.BMP,0.4,,,,,0,0,0,0,0,8,8,6,,,,,,,,,,,,,,,,,,131.3790573339793,131.3790573339793,137.35230091697304,137.36837558395928,145.53922783397138,,,,,,,,,,,,,,,,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
PreCondition/CS+1.BMP,-0.1,,,,,0,0,0,0,0,9,9,1,,,,,,,,,,,,,,,,,,145.53922783397138,145.53922783397138,151.51815449999413,151.53611933399225,159.86184304195922,,,,,,,,,,,,,,,,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
,-0.1,Instructions_EN/ratingCS+1.png,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,159.86184304195922,159.86184304195922,159.86184304195922,None,None,7,4.559009583026636,,,,,,,,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
,0.4,Instructions_EN/ratingCS-1.png,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,164.59058241697494,164.59058241697494,164.59058241697494,None,None,8,1.9443843750050291,,,,,,,,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
,0.9,,Condition/CS+1.BMP,Condition/UCS1.BMP,Sound/scream1.wav,0,0,0,0,,,,,,,,,0,0,0,6,,,,,,,,,,,,,178.51938366697868,186.62849887495395,,,,,,,,,166.5651227919734,166.5651227919734,166.5651227919734,space,4.910010583000258,171.51704141695518,171.51704141695518,177.53326395899057,177.53326395899057,177.53535742496604,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
,0.4,,Condition/CS-1.BMP,Condition/black.PNG,Sound/silent.wav,0,0,0,0,,,,,,,,,0,1,1,25,,,,,,,,,,,,,194.9179987089592,203.08694708399707,,,,,,,,,,,,,,186.62849887495395,186.62849887495395,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
,0.9,,Condition/CS+1.BMP,Condition/UCS1.BMP,Sound/scream1.wav,0,0,0,0,,,,,,,,,0,2,2,11,,,,,,,,,,,,,210.0857979169814,218.2700997919892,,,,,,,,,,,,,,203.08694708399707,203.08694708399707,209.55821654194733,209.55821654194733,209.54922455896738,209.55821654194733,209.55821654194733,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
,0.9,,Condition/CS+1.BMP,Condition/UCS1.BMP,Sound/scream1.wav,0,0,0,0,,,,,,,,,0,3,3,7,,,,,,,,,,,,,225.27054708398646,233.5208347919979,,,,,,,,,,,,,,218.2700997919892,218.2700997919892,224.27087049995316,224.27087049995316,224.27115135897765,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
,0.9,,Condition/CS+1.BMP,Condition/UCS1.BMP,Sound/scream1.wav,0,0,0,0,,,,,,,,,0,4,4,8,,,,,,,,,,,,,240.5203512919834,248.7218552089762,,,,,,,,,,,,,,233.5208347919979,233.5208347919979,239.52198958396912,239.52198958396912,239.52142852499964,,,240.5203512919834,240.5203512919834,240.5203512919834,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
,0.9,,Condition/CS+1.BMP,Condition/UCS1.BMP,Sound/scream1.wav,0,0,0,0,,,,,,,,,0,5,5,13,,,,,,,,,,,,,255.72127637499943,263.8747578339535,,,,,,,,,,,,,,248.7218552089762,248.7218552089762,254.72388570895419,254.72388570895419,254.7219864839746,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
,0.4,,Condition/CS-1.BMP,Condition/black.PNG,Sound/silent.wav,0,0,0,0,,,,,,,,,0,6,6,21,,,,,,,,,,,,,272.12212604196975,280.3075810839655,,,,,,,,,,,,,,263.8747578339535,263.8747578339535,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
,0.4,,Condition/CS-1.BMP,Condition/black.PNG,Sound/silent.wav,0,0,0,0,,,,,,,,,0,7,7,27,,,,,,,,,,,,,288.2419113339856,296.40753187495284,,,,,,,,,,,,,,280.3075810839655,280.3075810839655,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
,0.4,,Condition/CS-1.BMP,Condition/black.PNG,Sound/silent.wav,0,0,0,0,,,,,,,,,0,8,8,20,,,,,,,,,,,,,304.5057164169848,312.60842974996194,,,,,,,,,,,,,,296.40753187495284,296.40753187495284,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
,0.4,,Condition/CS-1.BMP,Condition/black.PNG,Sound/silent.wav,0,0,0,0,,,,,,,,,0,9,9,19,,,,,,,,,,,,,320.8033887089696,328.9741537089576,,,,,,,,,,,,,,312.60842974996194,312.60842974996194,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
,0.4,,Condition/CS-1.BMP,Condition/black.PNG,Sound/silent.wav,0,0,0,0,,,,,,,,,0,10,10,23,,,,,,,,,,,,,337.11239504197147,345.1970679590013,,,,,,,,,,,,,,328.9741537089576,328.9741537089576,,,,337.11239504197147,337.11239504197147,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
,0.4,,Condition/CS-1.BMP,Condition/black.PNG,Sound/silent.wav,0,0,0,0,,,,,,,,,0,11,11,29,,,,,,,,,,,,,353.2164445419912,361.49557874997845,,,,,,,,,,,,,,345.1970679590013,345.1970679590013,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
,-0.1,,Condition/CS+1.BMP,Condition/black.PNG,Sound/silent.wav,0,0,0,0,,,,,,,,,0,12,12,1,,,,,,,,,,,,,369.72128466697177,377.809937833983,,,,,,,,,,,,,,361.49557874997845,361.49557874997845,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
,0.4,,Condition/CS-1.BMP,Condition/black.PNG,Sound/silent.wav,0,0,0,0,,,,,,,,,0,13,13,22,,,,,,,,,,,,,386.07462341699284,394.52113624999765,,,,,,,,,,,,,,377.809937833983,377.809937833983,,,,,,,,,iuuuih,001,2022-12-01_05h41.44.344,FigureTest,2022.2.4,59.75165715857415,
