PreCondName,TrgCol,ratingName,CSName,UCSName,SoundName,ExtName,Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,RatingPreCond.thisRepN,RatingPreCond.thisTrialN,RatingPreCond.thisN,RatingPreCond.thisIndex,Cond.thisRepN,Cond.thisTrialN,Cond.thisN,Cond.thisIndex,RatingCond.thisRepN,RatingCond.thisTrialN,RatingCond.thisN,RatingCond.thisIndex,Session_Extinction.thisRepN,Session_Extinction.thisTrialN,Session_Extinction.thisN,Session_Extinction.thisIndex,Extinction.thisRepN,Extinction.thisTrialN,Extinction.thisN,Extinction.thisIndex,RatingExt.thisRepN,RatingExt.thisTrialN,RatingExt.thisN,RatingExt.thisIndex,InstrBkg.started,InstrBkg.stopped,TagFig.started,TagFig.stopped,InstrKeyResp.keys,InstrKeyResp.rt,InstrKeyResp.started,InstrKeyResp.stopped,precondBkg.started,precondBkg.stopped,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,BlankBkg.stopped,Bkg.started,Bkg.stopped,image.started,image.stopped,Scale.response,Scale.rt,Scale.started,Scale.stopped,InstrBkg2.started,InstrBkg2.stopped,TagFig2.started,TagFig2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,CSBkg.started,CSBkg.stopped,CS_image.started,CS_image.stopped,UCSBkg.started,UCSBkg.stopped,UCS_image.started,UCS_image.stopped,sound_1.started,sound_1.stopped,InstrBkg3.started,InstrBkg3.stopped,TagFig3.started,TagFig3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,ExtBkg.started,ExtBkg.stopped,Ext_image.started,Ext_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,-0.1,Rating\ratingCS+1.png,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.26821710000513,None,61.26821710000513,None,1.6953124999999998,1.7769013000070117,61.26821710000513,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,Rating\ratingCS-1.png,,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4975253000157,None,64.4975253000157,None,1.5859375000000002,0.8268956000101753,64.4975253000157,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,-0.1,,Condition\CS+1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.26807140000165,None,,,,,,,,,65.17241980001563,None,65.17241980001563,None,space,1.5368613000027835,65.17241980001563,None,66.77109639998525,None,66.77109639998525,None,None,None,None,None,None,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6053852000041,None,,,,,,,,,,,,,,,,,71.54659749998245,None,71.54659749998245,None,73.54106600000523,None,73.54106600000523,None,73.50977826996824,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.9,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,,0,0,0,0,,,,,,,,,0,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0284317000187,None,,,,,,,,,,,,,,,,,73.95099859999027,None,73.95099859999027,None,75.06930520001333,None,75.06930520001333,None,75.07720203999197,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,3,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.74196399998618,None,,,,,,,,,,,,,,,,,76.21909480000613,None,76.21909480000613,None,None,None,None,None,None,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.9,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,,0,0,0,0,,,,,,,,,0,4,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.79439270001603,None,,,,,,,,,,,,,,,,,80.76597559999209,None,80.76597559999209,None,81.88208940002369,None,81.88208940002369,None,81.89205264002085,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,5,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4419849999831,None,,,,,,,,,,,,,,,,,82.92932950000977,None,82.92932950000977,None,None,None,None,None,None,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.9,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,,0,0,0,0,,,,,,,,,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.71895940002287,None,,,,,,,,,,,,,,,,,87.68843290000223,None,87.68843290000223,None,88.79703950003022,None,88.79703950003022,None,88.80831664002035,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.9,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,,0,0,0,0,,,,,,,,,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.87324099999387,None,,,,,,,,,,,,,,,,,89.80001100001391,None,89.80001100001391,None,90.80834879999747,None,90.80834879999747,None,90.81677705999465,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.9,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,,0,0,0,0,,,,,,,,,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.28904900001362,None,,,,,,,,,,,,,,,,,92.24961769999936,None,92.24961769999936,None,93.25824170000851,None,93.25824170000851,None,93.26640316001141,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,9,9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.10524619999342,None,,,,,,,,,,,,,,,,,94.5629048999981,None,94.5629048999981,None,None,None,None,None,None,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,10,10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.44664450001437,None,,,,,,,,,,,,,,,,,99.3422468000208,None,99.3422468000208,None,101.37206690001767,None,101.37206690001767,None,101.30589523997624,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,11,11,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7205942000146,None,,,,,,,,,,,,,,,,,101.65109310002299,None,101.65109310002299,None,103.66032100003213,None,103.66032100003213,None,103.62601656995831,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,12,12,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.875400000019,None,,,,,,,,,,,,,,,,,103.7970455000177,None,103.7970455000177,None,105.82361760002095,None,105.82361760002095,None,105.74605363996234,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.9,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,,0,0,0,0,,,,,,,,,0,13,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.10482420003973,None,,,,,,,,,,,,,,,,,106.09272090002196,None,106.09272090002196,None,107.201194400026,None,107.201194400026,None,107.21210534002167,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,-0.1,,Condition\CS+1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,14,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.8668222000124,None,,,,,,,,,,,,,,,,,108.3235893000383,None,108.3235893000383,None,None,None,None,None,None,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,15,15,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.02825149998534,None,,,,,,,,,,,,,,,,,112.9582038000226,None,112.9582038000226,None,114.98653779999586,None,114.98653779999586,None,114.91565363998525,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,-0.1,,Condition\CS+1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,16,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.28710850002244,None,,,,,,,,,,,,,,,,,115.23570479999762,None,115.23570479999762,None,117.22706860001199,None,117.22706860001199,None,117.17359023994068,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,17,17,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.45740630000364,None,,,,,,,,,,,,,,,,,117.38710960000753,None,117.38710960000753,None,119.4000980000128,None,119.4000980000128,None,119.36333476995934,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,18,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.64073199999984,None,,,,,,,,,,,,,,,,,119.60255190002499,None,119.60255190002499,None,121.58010610000929,None,121.58010610000929,None,121.55212613997283,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,19,19,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.94548160000704,None,,,,,,,,,,,,,,,,,121.86894770001527,None,121.86894770001527,None,123.90459029999329,None,123.90459029999329,None,123.83218663993758,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.9,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,,0,0,0,0,,,,,,,,,0,20,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.22316679998767,None,,,,,,,,,,,,,,,,,124.15869569999631,None,124.15869569999631,None,125.26691360003315,None,125.26691360003315,None,125.27690863998141,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,21,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.83081800001673,None,,,,,,,,,,,,,,,,,126.33006170002045,None,126.33006170002045,None,None,None,None,None,None,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.9,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,,0,0,0,0,,,,,,,,,0,22,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.02249980001943,None,,,,,,,,,,,,,,,,,131.02609709999524,None,131.02609709999524,None,132.13411480002105,None,132.13411480002105,None,132.1448066399782,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,23,23,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.81983689998742,None,,,,,,,,,,,,,,,,,133.29329900001176,None,133.29329900001176,None,None,None,None,None,None,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,24,24,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.03326950001065,None,,,,,,,,,,,,,,,,,137.94880439998815,None,137.94880439998815,None,139.96291410003323,None,139.96291410003323,None,139.8978588399943,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.9,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,,0,0,0,0,,,,,,,,,0,25,25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.21013720001793,None,,,,,,,,,,,,,,,,,140.18412190000527,None,140.18412190000527,None,141.29111920000287,None,141.29111920000287,None,141.30185104003178,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.9,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,,0,0,0,0,,,,,,,,,0,26,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.45743120001862,None,,,,,,,,,,,,,,,,,142.4110340999905,None,142.4110340999905,None,143.41830750001827,None,143.41830750001827,None,143.42714306003182,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.9,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,,0,0,0,0,,,,,,,,,0,27,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.79375770001207,None,,,,,,,,,,,,,,,,,144.75360370002454,None,144.75360370002454,None,145.76721120002912,None,145.76721120002912,None,145.7772021599929,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,,Condition\CS-1.BMP,Condition\black.PNG,Sound\silent.wav,,0,0,0,0,,,,,,,,,0,28,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.48595440003555,None,,,,,,,,,,,,,,,,,146.9343373000156,None,146.9343373000156,None,None,None,None,None,None,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.9,,Condition\CS+1.BMP,Condition\UCS1.BMP,Sound\scream1.wav,,0,0,0,0,,,,,,,,,0,29,29,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.796377199993,None,,,,,,,,,,,,,,,,,151.7921945999842,None,151.7921945999842,None,152.9095876000356,None,152.9095876000356,None,152.91915523998907,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,-0.1,Rating\ratingCS+1.png,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,155.4457005999866,None,155.4457005999866,None,2.75,2.9596317000105046,155.4457005999866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,Rating\ratingCS-1.png,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,159.9962350000278,None,159.9962350000278,None,1.9062499999999998,2.6798602999770083,159.9962350000278,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
PreCondition\CS-2.BMP,0.4,,,,,,1,0,1,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,162.5279497000156,None,162.5279497000156,None,space,1.9156696000136435,162.5279497000156,None,164.47694190003676,None,164.47694190003676,None,165.47830820002127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
PreCondition\CS-2.BMP,0.4,,,,,,1,0,1,0,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.69487459998345,None,165.69487459998345,166.67858589999378,166.69527399999788,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
PreCondition\CS+2.BMP,-0.1,,,,,,1,0,1,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.74520470004063,None,166.74520470004063,167.72972110001137,167.74528490001103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
PreCondition\CS-2.BMP,0.4,,,,,,1,0,1,0,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.89515240001492,None,167.89515240001492,168.8786092000082,168.89533080003457,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
PreCondition\CS+2.BMP,-0.1,,,,,,1,0,1,0,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.07820920000086,None,169.07820920000086,170.0619320999831,170.07820930000162,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
PreCondition\CS-2.BMP,0.4,,,,,,1,0,1,0,0,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.2611410000245,None,170.2611410000245,171.2442938000313,171.26087390002795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
PreCondition\CS-2.BMP,0.4,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.37763679999625,None,171.37763679999625,None,172.37762390001444,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
PreCondition\CS+2.BMP,-0.1,,,,,,1,0,1,0,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.52007790002972,None,172.52007790002972,173.51223160000518,173.52893070003483,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
PreCondition\CS+2.BMP,-0.1,,,,,,1,0,1,0,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.596909600019,None,173.596909600019,174.5954571000184,174.61212230002275,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
PreCondition\CS+2.BMP,-0.1,,,,,,1,0,1,0,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.82776060001925,None,174.82776060001925,175.81359109998448,175.8289350999985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,-0.1,Rating\ratingCS+2.png,,,,,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.46836030000122,None,177.46836030000122,None,1.5781249999999996,5.189111099985894,177.46836030000122,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.4,Rating\ratingCS-2.png,,,,,1,0,1,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.3704657999915,None,184.3704657999915,None,1.6093749999999993,1.2886266999994405,184.3704657999915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
,0.9,,Condition\CS+2.BMP,Condition\UCS2.BMP,Sound\scream1.wav,,1,0,1,0,,,,,,,,,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.3739831999992,None,,,,,,,,,185.35375050001312,None,185.35375050001312,None,space,6.922045699961018,185.35375050001312,None,192.31183050002437,None,192.31183050002437,None,193.32213270000648,None,193.32213270000648,None,193.3317328600213,None,,,,,,,,,,,,,hyz1102,001,2021_Nov_02_1604,FigureTest,2021.2.1,59.97940306976616,
