PreCondName,TrgCol,ratingName,CSName,UCSName,SoundName,ExtName,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,RatingPreCond.thisRepN,RatingPreCond.thisTrialN,RatingPreCond.thisN,RatingPreCond.thisIndex,Cond.thisRepN,Cond.thisTrialN,Cond.thisN,Cond.thisIndex,RatingCond.thisRepN,RatingCond.thisTrialN,RatingCond.thisN,RatingCond.thisIndex,Extinction.thisRepN,Extinction.thisTrialN,Extinction.thisN,Extinction.thisIndex,RatingExt.thisRepN,RatingExt.thisTrialN,RatingExt.thisN,RatingExt.thisIndex,InstrBkg.started,TagFig.started,InstrKeyResp.started,InstrKeyResp.keys,InstrKeyResp.rt,precondBkg.started,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,BlankBkg.stopped,Bkg.started,image.started,Scale.started,Scale.response,Scale.rt,fearRating.keys,fearRating.rt,InstrBkg2.started,TagFig2.started,key_resp.started,key_resp.keys,key_resp.rt,CSBkg.started,CS_image.started,UCSBkg.started,UCS_image.started,sound_1.started,CSBkg.stopped,CS_image.stopped,sound_1.stopped,InstrBkg3.started,TagFig3.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,ExtBkg.started,Ext_image.started,EndTxt.started,participant,session,date,expName,psychopyVersion,frameRate,
,0.9,,Stimuli/CS+1.BMP,Stimuli/UCS1.BMP,Sound/scream1.wav,,,,,,,,,,0,9,9,12,,,,,,,,,,,,,,,,,,,,,296.1627578329935,300.4110478329967,,,,,,,,,,,,,289.15927004200057,289.15927004200057,295.3104164999968,295.3104164999968,295.31294578710515,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.4,,Stimuli/CS+3.BMP,Stimuli/black.PNG,Sound/silent.wav,,,,,,,,,,0,10,10,23,,,,,,,,,,,,,,,,,,,,,308.49211820799974,312.69890449999366,,,,,,,,,,,,,300.4110478329967,300.4110478329967,,,,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.4,,Stimuli/CS+3.BMP,Stimuli/black.PNG,Sound/silent.wav,,,,,,,,,,0,11,11,21,,,,,,,,,,,,,,,,,,,,,320.67016037499707,324.91710012499243,,,,,,,,,,,,,312.69890449999366,312.69890449999366,,,,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.4,,Stimuli/CS+3.BMP,Stimuli/black.PNG,Sound/silent.wav,,,,,,,,,,0,12,12,20,,,,,,,,,,,,,,,,,,,,,333.2967179579864,337.6795091669919,,,,,,,,,,,,,324.91710012499243,324.91710012499243,,,,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+1.BMP,Stimuli/UCS1.BMP,Sound/scream1.wav,,,,,,,,,,0,13,13,8,,,,,,,,,,,,,,,,,,,,,344.6807552919927,348.8203231669904,,,,,,,,,,,,,337.6795091669919,337.6795091669919,343.77428433299065,343.77428433299065,343.7618735576049,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+4.BMP,Stimuli/UCS4.BMP,Sound/laugh1.wav,,,,,,,,,,0,14,14,35,,,,,,,,,,,,,,,,,,,,,355.8302868749888,360.09052499999234,,,,,,,,,,,,,348.8203231669904,348.8203231669904,354.8383993749885,354.8383993749885,354.8321952870989,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,-0.1,,Stimuli/CS+1.BMP,Stimuli/black.PNG,Sound/silent.wav,,,,,,,,,,0,15,15,0,,,,,,,,,,,,,,,,,,,,,368.1914425829891,372.2585533329984,,,,,,,,,,,,,360.09052499999234,360.09052499999234,,,,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+1.BMP,Stimuli/UCS1.BMP,Sound/scream1.wav,,,,,,,,,,0,16,16,13,,,,,,,,,,,,,,,,,,,,,379.26398474999587,383.3535538750002,,,,,,,,,,,,,372.2585533329984,372.2585533329984,378.34534170798725,378.34534170798725,378.3466972666007,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.4,,Stimuli/CS+3.BMP,Stimuli/black.PNG,Sound/silent.wav,,,,,,,,,,0,17,17,15,,,,,,,,,,,,,,,,,,,,,391.3848141669878,395.7296101249958,,,,,,,,,,,,,383.3535538750002,383.3535538750002,,,,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,-0.1,,Stimuli/CS+1.BMP,Stimuli/black.PNG,Sound/silent.wav,,,,,,,,,,0,18,18,2,,,,,,,,,,,,,,,,,,,,,403.81185770798766,408.16029349999735,,,,,,,,,,,,,395.7296101249958,395.7296101249958,,,,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,-0.1,,Stimuli/CS+4.BMP,Stimuli/black.PNG,Sound/silent.wav,,,,,,,,,,0,19,19,32,,,,,,,,,,,,,,,,,,,,,416.1901308749948,420.26424666699313,,,,,,,,,,,,,408.16029349999735,408.16029349999735,,,,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+1.BMP,Stimuli/UCS1.BMP,Sound/scream1.wav,,,,,,,,,,0,20,20,5,,,,,,,,,,,,,,,,,,,,,427.2480493329931,431.6054057919973,,,,,,,,,,,,,420.26424666699313,420.26424666699313,426.38754604199494,426.38754604199494,426.3814623788989,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+1.BMP,Stimuli/UCS1.BMP,Sound/scream1.wav,,,,,,,,,,0,21,21,11,,,,,,,,,,,,,,,,,,,,,438.61530266699265,443.1028113749926,,,,,,,,,,,,,431.6054057919973,431.6054057919973,437.6194959169952,437.6194959169952,437.61511103709347,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+4.BMP,Stimuli/UCS4.BMP,Sound/laugh1.wav,,,,,,,,,,0,22,22,44,,,,,,,,,,,,,,,,,,,,,450.0992686249956,454.49995954199403,,,,,,,,,,,,,443.1028113749926,443.1028113749926,449.12077558299643,449.12077558299643,449.11519591209947,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+4.BMP,Stimuli/UCS4.BMP,Sound/laugh1.wav,,,,,,,,,,0,23,23,33,,,,,,,,,,,,,,,,,,,,,461.51575608299754,465.8534011669981,,,,,,,,,,,,,454.49995954199403,454.49995954199403,460.5046056249994,460.5046056249994,460.49905049609663,460.5046056249994,460.5046056249994,461.5003892079985,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.4,,Stimuli/CS+3.BMP,Stimuli/black.PNG,Sound/silent.wav,,,,,,,,,,0,24,24,19,,,,,,,,,,,,,,,,,,,,,473.99785270799475,478.2635912919941,,,,,,,,,,,,,465.8534011669981,465.8534011669981,,,,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+4.BMP,Stimuli/UCS4.BMP,Sound/laugh1.wav,,,,,,,,,,0,25,25,38,,,,,,,,,,,,,,,,,,,,,485.2665019579872,489.65688712499104,,,,,,,,,,,,,478.2635912919941,478.2635912919941,484.4043112079962,484.4043112079962,484.3982787118934,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,-0.1,,Stimuli/CS+1.BMP,Stimuli/black.PNG,Sound/silent.wav,,,,,,,,,,0,26,26,1,,,,,,,,,,,,,,,,,,,,,497.6829173749866,501.8405664169986,,,,,,,,,,,,,489.65688712499104,489.65688712499104,,,,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+1.BMP,Stimuli/UCS1.BMP,Sound/scream1.wav,,,,,,,,,,0,27,27,9,,,,,,,,,,,,,,,,,,,,,508.85018099998706,513.0715251249931,,,,,,,,,,,,,501.8405664169986,501.8405664169986,507.9456554169883,507.9456554169883,507.93459609959393,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.4,,Stimuli/CS+3.BMP,Stimuli/black.PNG,Sound/silent.wav,,,,,,,,,,0,28,28,26,,,,,,,,,,,,,,,,,,,,,521.0200174999918,525.1093354999903,,,,,,,,,,,,,513.0715251249931,513.0715251249931,,,,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+4.BMP,Stimuli/UCS4.BMP,Sound/laugh1.wav,,,,,,,,,,0,29,29,36,,,,,,,,,,,,,,,,,,,,,532.100893625,536.4480698749976,,,,,,,,,,,,,525.1093354999903,525.1093354999903,531.1901697499998,531.1901697499998,531.1843187245919,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+4.BMP,Stimuli/UCS4.BMP,Sound/laugh1.wav,,,,,,,,,,0,30,30,34,,,,,,,,,,,,,,,,,,,,,543.4179101249902,547.5570463329932,,,,,,,,,,,,,536.4480698749976,536.4480698749976,542.455422125,542.455422125,542.4515325331915,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+4.BMP,Stimuli/UCS4.BMP,Sound/laugh1.wav,,,,,,,,,,0,31,31,37,,,,,,,,,,,,,,,,,,,,,554.5686045829934,558.8946267499996,,,,,,,,,,,,,547.5570463329932,547.5570463329932,553.5790877079999,553.5790877079999,553.5837797831948,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.4,,Stimuli/CS+3.BMP,Stimuli/black.PNG,Sound/silent.wav,,,,,,,,,,0,32,32,16,,,,,,,,,,,,,,,,,,,,,566.9569573329936,571.2065496249998,,,,,,,,,,,,,558.8946267499996,558.8946267499996,,,,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.4,,Stimuli/CS+3.BMP,Stimuli/black.PNG,Sound/silent.wav,,,,,,,,,,0,33,33,29,,,,,,,,,,,,,,,,,,,,,579.3362732499954,583.7519227079902,,,,,,,,,,,,,571.2065496249998,571.2065496249998,,,,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+4.BMP,Stimuli/UCS4.BMP,Sound/laugh1.wav,,,,,,,,,,0,34,34,43,,,,,,,,,,,,,,,,,,,,,590.7358452499902,594.7872612079955,,,,,,,,,,,,,583.7519227079902,583.7519227079902,589.8228790419962,589.8228790419962,589.8023333954916,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+4.BMP,Stimuli/UCS4.BMP,Sound/laugh1.wav,,,,,,,,,,0,35,35,41,,,,,,,,,,,,,,,,,,,,,601.7854363749939,605.9681030829961,,,,,,,,,,,,,594.7872612079955,594.7872612079955,600.8145359169866,600.8145359169866,600.8186101122964,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+4.BMP,Stimuli/UCS4.BMP,Sound/laugh1.wav,,,,,,,,,,0,36,36,39,,,,,,,,,,,,,,,,,,,,,612.9693101669982,617.0102314169926,,,,,,,,,,,,,605.9681030829961,605.9681030829961,611.9851702499873,611.9851702499873,611.9864641581983,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.4,,Stimuli/CS+3.BMP,Stimuli/black.PNG,Sound/silent.wav,,,,,,,,,,0,37,37,17,,,,,,,,,,,,,,,,,,,,,625.15823666699,629.4682061249914,,,,,,,,,,,,,617.0102314169926,617.0102314169926,,,,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,-0.1,,Stimuli/CS+4.BMP,Stimuli/black.PNG,Sound/silent.wav,,,,,,,,,,0,38,38,31,,,,,,,,,,,,,,,,,,,,,637.5706089999876,641.814756916996,,,,,,,,,,,,,629.4682061249914,629.4682061249914,,,,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.4,,Stimuli/CS+3.BMP,Stimuli/black.PNG,Sound/silent.wav,,,,,,,,,,0,39,39,18,,,,,,,,,,,,,,,,,,,,,649.8757892499998,654.2494069579989,,,,,,,,,,,,,641.814756916996,641.814756916996,,,,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+1.BMP,Stimuli/UCS1.BMP,Sound/scream1.wav,,,,,,,,,,0,40,40,3,,,,,,,,,,,,,,,,,,,,,661.2532632079965,665.360515458,,,,,,,,,,,,,654.2494069579989,654.2494069579989,660.3895208329923,660.3895208329923,660.3866305039031,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+1.BMP,Stimuli/UCS1.BMP,Sound/scream1.wav,,,,,,,,,,0,41,41,6,,,,,,,,,,,,,,,,,,,,,672.3534331249975,676.511747749988,,,,,,,,,,,,,665.360515458,665.360515458,671.3713077919965,671.3713077919965,671.3705625790986,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.4,,Stimuli/CS+3.BMP,Stimuli/black.PNG,Sound/silent.wav,,,,,,,,,,0,42,42,24,,,,,,,,,,,,,,,,,,,,,684.6249536249961,689.0210542079876,,,,,,,,,,,,,676.511747749988,676.511747749988,,,,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
,0.9,,Stimuli/CS+1.BMP,Stimuli/UCS1.BMP,Sound/scream1.wav,,,,,,,,,,0,43,43,14,,,,,,,,,,,,,,,,,,,,,696.0200372919935,700.2237992499868,,,,,,,,,,,,,689.0210542079876,689.0210542079876,695.1342070829996,695.1342070829996,695.1230047206948,,,,,,,,,,,,Demo,001,2022-12-14_05h50.47.314,FigureTest,2022.2.4,59.46861804093505,
