PreCondName,TrgCol,Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,InstrBkg.started,TagFig.started,InstrKeyResp.started,InstrKeyResp.keys,InstrKeyResp.rt,precondBkg.started,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,BlankBkg.stopped,participant,session,date,expName,psychopyVersion,frameRate,
PreCondition/CS+1.BMP,-0.1,0,0,0,0,0,0,0,0,8.362342500011437,8.362342500011437,8.362342500011437,space,0.35617674997774884,8.764550250023603,8.764550250023603,14.74377787503181,14.759325958031695,23.058935832988936,tz,001,2022-12-06_12h51.30.296,FigureTest,2022.2.4,60.03642734122283,
,,,,,,,,,,,,,,,23.058935832988936,23.058935832988936,,,,,,,,,,
