Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,PreCondName,TrgCol,InstrBkg.started,TagFig.started,InstrKeyResp.started,InstrKeyResp.keys,InstrKeyResp.rt,precondBkg.started,imagePreCond.started,imagePreCond.stopped,BlankBkg.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,9.807663374987897,9.807663374987897,9.807663374987897,space,1.1804155829595402,11.0474416250363,11.0474416250363,17.01633904199116,17.0341927499976,,,,,,,
