Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,InstrBkg.started,TagFig.started,InstrKeyResp.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,12.396226709002804,12.396226709002804,12.396226709002804,,,,,,,
