Session_Condition.thisRepN,Session_Condition.thisTrialN,Session_Condition.thisN,Session_Condition.thisIndex,PreCond.thisRepN,PreCond.thisTrialN,PreCond.thisN,PreCond.thisIndex,PreCondName,TrgCol,InstrBkg.started,TagFig.started,InstrKeyResp.started,InstrKeyResp.keys,InstrKeyResp.rt,precondBkg.started,imagePreCond.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,26.46029120899948,26.46029120899948,26.46029120899948,space,1.6670287080014532,28.237427666999793,28.237427666999793,,,,,,,
